ccaa_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_ag,num_casos_prueba_elisa,num_casos_prueba_desconocida
NC,2020-08-21,147,147,0,0,0,0
PV,2020-08-21,421,398,0,23,0,0
RI,2020-08-21,69,69,0,0,0,0
VC,2020-08-21,662,662,0,0,0,0
AN,2020-08-22,820,820,0,0,0,0
AR,2020-08-22,294,294,0,0,0,0
AS,2020-08-22,35,35,0,0,0,0
CB,2020-08-22,86,86,0,0,0,0
CE,2020-08-22,12,12,0,0,0,0
CL,2020-08-22,278,278,0,0,0,0
CM,2020-08-22,324,324,0,0,0,0
CN,2020-08-22,267,267,0,0,0,0
CT,2020-08-22,764,762,0,0,2,0
EX,2020-08-22,91,91,0,0,0,0
GA,2020-08-22,288,288,0,0,0,0
IB,2020-08-22,223,223,0,0,0,0
MC,2020-08-22,273,273,0,0,0,0
MD,2020-08-22,1607,1602,0,5,0,0
ML,2020-08-22,7,7,0,0,0,0
NC,2020-08-22,109,109,0,0,0,0
PV,2020-08-22,580,531,0,49,0,0
RI,2020-08-22,86,86,0,0,0,0
VC,2020-08-22,591,591,0,0,0,0
AN,2020-08-23,771,771,0,0,0,0
AR,2020-08-23,200,200,0,0,0,0
AS,2020-08-23,46,46,0,0,0,0
CB,2020-08-23,64,64,0,0,0,0
CE,2020-08-23,6,6,0,0,0,0
CL,2020-08-23,294,293,0,0,1,0
CM,2020-08-23,308,307,0,1,0,0
CN,2020-08-23,213,213,0,0,0,0
CT,2020-08-23,699,699,0,0,0,0
EX,2020-08-23,69,69,0,0,0,0
GA,2020-08-23,253,253,0,0,0,0
IB,2020-08-23,205,205,0,0,0,0
MC,2020-08-23,238,238,0,0,0,0
MD,2020-08-23,1149,1148,0,1,0,0
ML,2020-08-23,16,16,0,0,0,0
NC,2020-08-23,122,122,0,0,0,0
PV,2020-08-23,743,696,0,47,0,0
RI,2020-08-23,95,95,0,0,0,0
VC,2020-08-23,465,465,0,0,0,0
AN,2020-08-24,878,878,0,0,0,0
AR,2020-08-24,266,266,0,0,0,0
AS,2020-08-24,51,51,0,0,0,0
CB,2020-08-24,75,75,0,0,0,0
CE,2020-08-24,10,9,0,0,1,0
CL,2020-08-24,469,465,0,0,4,0
CM,2020-08-24,401,401,0,0,0,0
CN,2020-08-24,290,290,0,0,0,0
CT,2020-08-24,1298,1293,0,0,5,0
EX,2020-08-24,83,83,0,0,0,0
GA,2020-08-24,266,266,0,0,0,0
IB,2020-08-24,264,264,0,0,0,0
MC,2020-08-24,271,271,0,0,0,0
MD,2020-08-24,1856,1849,0,7,0,0
ML,2020-08-24,17,17,0,0,0,0
NC,2020-08-24,134,134,0,0,0,0
PV,2020-08-24,793,741,0,52,0,0
RI,2020-08-24,74,74,0,0,0,0
VC,2020-08-24,696,696,0,0,0,0
AN,2020-08-25,920,919,0,1,0,0
AR,2020-08-25,303,303,0,0,0,0
AS,2020-08-25,38,38,0,0,0,0
CB,2020-08-25,85,85,0,0,0,0
CE,2020-08-25,11,11,0,0,0,0
CL,2020-08-25,510,510,0,0,0,0
CM,2020-08-25,403,402,0,0,1,0
CN,2020-08-25,297,297,0,0,0,0
CT,2020-08-25,1163,1158,0,0,5,0
EX,2020-08-25,108,108,0,0,0,0
GA,2020-08-25,315,315,0,0,0,0
IB,2020-08-25,262,262,0,0,0,0
MC,2020-08-25,308,308,0,0,0,0
MD,2020-08-25,3691,3686,0,5,0,0
ML,2020-08-25,15,15,0,0,0,0
NC,2020-08-25,152,152,0,0,0,0
PV,2020-08-25,886,831,0,55,0,0
RI,2020-08-25,88,88,0,0,0,0
VC,2020-08-25,592,592,0,0,0,0
AN,2020-08-26,1030,1030,0,0,0,0
AR,2020-08-26,249,249,0,0,0,0
AS,2020-08-26,36,36,0,0,0,0
CB,2020-08-26,83,83,0,0,0,0
CE,2020-08-26,8,8,0,0,0,0
CL,2020-08-26,434,432,0,0,2,0
CM,2020-08-26,450,450,0,0,0,0
CN,2020-08-26,302,301,0,1,0,0
CT,2020-08-26,1266,1257,0,0,8,1
EX,2020-08-26,100,100,0,0,0,0
GA,2020-08-26,259,259,0,0,0,0
IB,2020-08-26,254,254,0,0,0,0
MC,2020-08-26,320,320,0,0,0,0
MD,2020-08-26,3059,3052,0,7,0,0
ML,2020-08-26,10,10,0,0,0,0
NC,2020-08-26,280,280,0,0,0,0
PV,2020-08-26,736,691,0,45,0,0
RI,2020-08-26,121,121,0,0,0,0
VC,2020-08-26,684,684,0,0,0,0
AN,2020-08-27,1049,1049,0,0,0,0
AR,2020-08-27,210,210,0,0,0,0
AS,2020-08-27,37,37,0,0,0,0
CB,2020-08-27,72,72,0,0,0,0
CE,2020-08-27,6,6,0,0,0,0
CL,2020-08-27,578,576,0,0,2,0
CM,2020-08-27,502,502,0,0,0,0
CN,2020-08-27,306,306,0,0,0,0
CT,2020-08-27,1227,1221,0,0,6,0
EX,2020-08-27,86,86,0,0,0,0
GA,2020-08-27,274,274,0,0,0,0
IB,2020-08-27,228,228,0,0,0,0
MC,2020-08-27,343,343,0,0,0,0
MD,2020-08-27,3157,3148,0,9,0,0
ML,2020-08-27,6,6,0,0,0,0
NC,2020-08-27,149,149,0,0,0,0
PV,2020-08-27,510,473,0,37,0,0
RI,2020-08-27,79,79,0,0,0,0
VC,2020-08-27,565,564,0,1,0,0
AN,2020-08-28,1060,1060,0,0,0,0
AR,2020-08-28,310,310,0,0,0,0
AS,2020-08-28,45,45,0,0,0,0
CB,2020-08-28,143,143,0,0,0,0
CE,2020-08-28,4,4,0,0,0,0
CL,2020-08-28,525,525,0,0,0,0
CM,2020-08-28,494,494,0,0,0,0
CN,2020-08-28,281,281,0,0,0,0
CT,2020-08-28,1219,1213,0,0,6,0
EX,2020-08-28,141,141,0,0,0,0
GA,2020-08-28,231,231,0,0,0,0
IB,2020-08-28,262,262,0,0,0,0
MC,2020-08-28,350,350,0,0,0,0
MD,2020-08-28,4350,4334,0,16,0,0
ML,2020-08-28,16,16,0,0,0,0
NC,2020-08-28,157,157,0,0,0,0
PV,2020-08-28,515,478,0,37,0,0
RI,2020-08-28,87,87,0,0,0,0
VC,2020-08-28,675,675,0,0,0,0
AN,2020-08-29,908,908,0,0,0,0
AR,2020-08-29,263,263,0,0,0,0
AS,2020-08-29,31,31,0,0,0,0
CB,2020-08-29,82,82,0,0,0,0
CE,2020-08-29,7,7,0,0,0,0
CL,2020-08-29,515,515,0,0,0,0
CM,2020-08-29,392,392,0,0,0,0
CN,2020-08-29,281,281,0,0,0,0
CT,2020-08-29,669,669,0,0,0,0
EX,2020-08-29,101,99,0,0,0,2
GA,2020-08-29,248,248,0,0,0,0
IB,2020-08-29,227,227,0,0,0,0
MC,2020-08-29,335,334,1,0,0,0
MD,2020-08-29,1803,1793,0,10,0,0
ML,2020-08-29,20,20,0,0,0,0
NC,2020-08-29,157,157,0,0,0,0
PV,2020-08-29,566,518,0,48,0,0
RI,2020-08-29,86,85,0,0,0,1
VC,2020-08-29,632,632,0,0,0,0
AN,2020-08-30,810,810,0,0,0,0
AR,2020-08-30,187,187,0,0,0,0
AS,2020-08-30,47,47,0,0,0,0
CB,2020-08-30,120,120,0,0,0,0
CE,2020-08-30,10,10,0,0,0,0
CL,2020-08-30,332,332,0,0,0,0
CM,2020-08-30,349,349,0,0,0,0
CN,2020-08-30,276,276,0,0,0,0
CT,2020-08-30,611,610,0,0,1,0
EX,2020-08-30,121,121,0,0,0,0
GA,2020-08-30,252,252,0,0,0,0
IB,2020-08-30,168,168,0,0,0,0
MC,2020-08-30,308,308,0,0,0,0
MD,2020-08-30,1656,1644,0,12,0,0
ML,2020-08-30,11,11,0,0,0,0
NC,2020-08-30,103,103,0,0,0,0
PV,2020-08-30,603,558,0,45,0,0
RI,2020-08-30,85,85,0,0,0,0
VC,2020-08-30,388,388,0,0,0,0
AN,2020-08-31,1000,1000,0,0,0,0
AR,2020-08-31,322,322,0,0,0,0
AS,2020-08-31,37,37,0,0,0,0
CB,2020-08-31,150,150,0,0,0,0
CE,2020-08-31,14,14,0,0,0,0
CL,2020-08-31,343,342,0,1,0,0
CM,2020-08-31,481,481,0,0,0,0
CN,2020-08-31,295,295,0,0,0,0
CT,2020-08-31,1137,1134,0,0,3,0
EX,2020-08-31,102,101,0,0,1,0
GA,2020-08-31,243,243,0,0,0,0
IB,2020-08-31,225,225,0,0,0,0
MC,2020-08-31,345,345,0,0,0,0
MD,2020-08-31,2242,2221,0,21,0,0
ML,2020-08-31,15,15,0,0,0,0
NC,2020-08-31,208,208,0,0,0,0
PV,2020-08-31,747,676,0,71,0,0
RI,2020-08-31,62,62,0,0,0,0
VC,2020-08-31,506,506,0,0,0,0
AN,2020-09-01,1176,1176,0,0,0,0
AR,2020-09-01,293,293,0,0,0,0
AS,2020-09-01,64,64,0,0,0,0
CB,2020-09-01,161,161,0,0,0,0
CE,2020-09-01,9,9,0,0,0,0
CL,2020-09-01,518,518,0,0,0,0
CM,2020-09-01,587,587,0,0,0,0
CN,2020-09-01,276,276,0,0,0,0
CT,2020-09-01,1255,1245,0,0,10,0
EX,2020-09-01,121,121,0,0,0,0
GA,2020-09-01,250,250,0,0,0,0
IB,2020-09-01,219,219,0,0,0,0
MC,2020-09-01,426,426,0,0,0,0
MD,2020-09-01,4290,4263,0,27,0,0
ML,2020-09-01,35,35,0,0,0,0
NC,2020-09-01,215,215,0,0,0,0
PV,2020-09-01,804,732,0,72,0,0
RI,2020-09-01,94,94,0,0,0,0
VC,2020-09-01,569,569,0,0,0,0
AN,2020-09-02,1054,1054,0,0,0,0
AR,2020-09-02,274,274,0,0,0,0
AS,2020-09-02,55,55,0,0,0,0
CB,2020-09-02,113,113,0,0,0,0
CE,2020-09-02,8,8,0,0,0,0
CL,2020-09-02,510,509,0,0,1,0
CM,2020-09-02,660,660,0,0,0,0
CN,2020-09-02,257,256,0,1,0,0
CT,2020-09-02,1099,1093,0,0,6,0
EX,2020-09-02,148,148,0,0,0,0
GA,2020-09-02,260,260,0,0,0,0
IB,2020-09-02,180,179,1,0,0,0
MC,2020-09-02,440,440,0,0,0,0
MD,2020-09-02,3894,3856,0,38,0,0
ML,2020-09-02,28,28,0,0,0,0
NC,2020-09-02,176,176,0,0,0,0
PV,2020-09-02,655,612,0,43,0,0
RI,2020-09-02,89,89,0,0,0,0
VC,2020-09-02,595,595,0,0,0,0
AN,2020-09-03,1043,1043,0,0,0,0
AR,2020-09-03,331,331,0,0,0,0
AS,2020-09-03,86,86,0,0,0,0
CB,2020-09-03,75,75,0,0,0,0
CE,2020-09-03,5,5,0,0,0,0
CL,2020-09-03,611,611,0,0,0,0
CM,2020-09-03,637,637,0,0,0,0
CN,2020-09-03,259,259,0,0,0,0
CT,2020-09-03,1139,1132,0,0,7,0
EX,2020-09-03,173,172,0,0,0,1
GA,2020-09-03,211,211,0,0,0,0
IB,2020-09-03,183,182,1,0,0,0
MC,2020-09-03,382,381,0,1,0,0
MD,2020-09-03,3798,3771,0,27,0,0
ML,2020-09-03,20,20,0,0,0,0
NC,2020-09-03,204,204,0,0,0,0
PV,2020-09-03,531,504,0,27,0,0
RI,2020-09-03,113,113,0,0,0,0
VC,2020-09-03,532,532,0,0,0,0
AN,2020-09-04,1340,1340,0,0,0,0
AR,2020-09-04,313,313,0,0,0,0
AS,2020-09-04,37,37,0,0,0,0
CB,2020-09-04,87,87,0,0,0,0
CE,2020-09-04,9,9,0,0,0,0
CL,2020-09-04,592,586,0,0,6,0
CM,2020-09-04,639,639,0,0,0,0
CN,2020-09-04,272,272,0,0,0,0
CT,2020-09-04,1267,1260,0,0,7,0
EX,2020-09-04,147,147,0,0,0,0
GA,2020-09-04,264,264,0,0,0,0
IB,2020-09-04,146,146,0,0,0,0
MC,2020-09-04,382,382,0,0,0,0
MD,2020-09-04,4587,4563,0,24,0,0
ML,2020-09-04,22,22,0,0,0,0
NC,2020-09-04,214,214,0,0,0,0
PV,2020-09-04,451,422,0,29,0,0
RI,2020-09-04,95,95,0,0,0,0
VC,2020-09-04,623,623,0,0,0,0
AN,2020-09-05,1055,1055,0,0,0,0
AR,2020-09-05,331,331,0,0,0,0
AS,2020-09-05,54,54,0,0,0,0
CB,2020-09-05,35,35,0,0,0,0
CE,2020-09-05,6,6,0,0,0,0
CL,2020-09-05,549,548,0,0,1,0
CM,2020-09-05,573,573,0,0,0,0
CN,2020-09-05,240,240,0,0,0,0
CT,2020-09-05,757,755,0,0,2,0
EX,2020-09-05,143,143,0,0,0,0
GA,2020-09-05,261,261,0,0,0,0
IB,2020-09-05,151,151,0,0,0,0
MC,2020-09-05,391,391,0,0,0,0
MD,2020-09-05,2684,2663,0,21,0,0
ML,2020-09-05,13,13,0,0,0,0
NC,2020-09-05,246,246,0,0,0,0
PV,2020-09-05,643,599,0,44,0,0
RI,2020-09-05,85,85,0,0,0,0
VC,2020-09-05,546,546,0,0,0,0
AN,2020-09-06,883,883,0,0,0,0
AR,2020-09-06,254,254,0,0,0,0
AS,2020-09-06,29,29,0,0,0,0
CB,2020-09-06,161,161,0,0,0,0
CE,2020-09-06,11,11,0,0,0,0
CL,2020-09-06,553,553,0,0,0,0
CM,2020-09-06,424,424,0,0,0,0
CN,2020-09-06,182,182,0,0,0,0
CT,2020-09-06,571,569,0,0,2,0
EX,2020-09-06,122,122,0,0,0,0
GA,2020-09-06,254,254,0,0,0,0
IB,2020-09-06,115,114,1,0,0,0
MC,2020-09-06,282,282,0,0,0,0
MD,2020-09-06,2360,2342,0,18,0,0
ML,2020-09-06,18,18,0,0,0,0
NC,2020-09-06,192,192,0,0,0,0
PV,2020-09-06,648,602,0,46,0,0
RI,2020-09-06,49,49,0,0,0,0
VC,2020-09-06,395,395,0,0,0,0
AN,2020-09-07,881,880,0,1,0,0
AR,2020-09-07,330,330,0,0,0,0
AS,2020-09-07,50,50,0,0,0,0
CB,2020-09-07,167,167,0,0,0,0
CE,2020-09-07,6,6,0,0,0,0
CL,2020-09-07,527,524,0,1,2,0
CM,2020-09-07,571,570,0,0,1,0
CN,2020-09-07,200,200,0,0,0,0
CT,2020-09-07,1010,1006,0,0,4,0
EX,2020-09-07,137,137,0,0,0,0
GA,2020-09-07,244,244,0,0,0,0
IB,2020-09-07,184,184,0,0,0,0
MC,2020-09-07,376,376,0,0,0,0
MD,2020-09-07,3131,3095,0,36,0,0
ML,2020-09-07,16,16,0,0,0,0
NC,2020-09-07,321,321,0,0,0,0
PV,2020-09-07,660,609,0,51,0,0
RI,2020-09-07,102,102,0,0,0,0
VC,2020-09-07,557,557,0,0,0,0
AN,2020-09-08,1088,1088,0,0,0,0
AR,2020-09-08,376,376,0,0,0,0
AS,2020-09-08,49,49,0,0,0,0
CB,2020-09-08,161,161,0,0,0,0
CE,2020-09-08,15,15,0,0,0,0
CL,2020-09-08,660,659,0,0,1,0
CM,2020-09-08,633,633,0,0,0,0
CN,2020-09-08,204,203,0,1,0,0
CT,2020-09-08,1074,1069,0,0,5,0
EX,2020-09-08,131,131,0,0,0,0
GA,2020-09-08,226,226,0,0,0,0
IB,2020-09-08,155,154,1,0,0,0
MC,2020-09-08,412,412,0,0,0,0
MD,2020-09-08,4571,4540,0,31,0,0
ML,2020-09-08,26,26,0,0,0,0
NC,2020-09-08,272,272,0,0,0,0
PV,2020-09-08,736,677,0,59,0,0
RI,2020-09-08,84,84,0,0,0,0
VC,2020-09-08,583,583,0,0,0,0
AN,2020-09-09,1276,1276,0,0,0,0
AR,2020-09-09,366,366,0,0,0,0
AS,2020-09-09,68,68,0,0,0,0
CB,2020-09-09,87,87,0,0,0,0
CE,2020-09-09,4,4,0,0,0,0
CL,2020-09-09,635,635,0,0,0,0
CM,2020-09-09,716,715,0,1,0,0
CN,2020-09-09,229,229,0,0,0,0
CT,2020-09-09,1054,1047,0,0,7,0
EX,2020-09-09,220,219,0,0,0,1
GA,2020-09-09,203,203,0,0,0,0
IB,2020-09-09,156,153,3,0,0,0
MC,2020-09-09,399,399,0,0,0,0
MD,2020-09-09,4847,4810,0,37,0,0
ML,2020-09-09,42,42,0,0,0,0
NC,2020-09-09,307,307,0,0,0,0
PV,2020-09-09,551,515,0,36,0,0
RI,2020-09-09,102,102,0,0,0,0
VC,2020-09-09,564,564,0,0,0,0
AN,2020-09-10,1191,1191,0,0,0,0
AR,2020-09-10,344,343,0,0,1,0
AS,2020-09-10,53,53,0,0,0,0
CB,2020-09-10,85,85,0,0,0,0
CE,2020-09-10,9,9,0,0,0,0
CL,2020-09-10,860,860,0,0,0,0
CM,2020-09-10,840,839,0,0,1,0
CN,2020-09-10,233,233,0,0,0,0
CT,2020-09-10,1227,1224,0,0,3,0
EX,2020-09-10,227,227,0,0,0,0
GA,2020-09-10,271,271,0,0,0,0
IB,2020-09-10,158,158,0,0,0,0
MC,2020-09-10,428,428,0,0,0,0
MD,2020-09-10,4294,4270,0,24,0,0
ML,2020-09-10,38,38,0,0,0,0
NC,2020-09-10,313,313,0,0,0,0
PV,2020-09-10,357,327,0,30,0,0
RI,2020-09-10,87,87,0,0,0,0
VC,2020-09-10,592,592,0,0,0,0
AN,2020-09-11,1409,1409,0,0,0,0
AR,2020-09-11,449,449,0,0,0,0
AS,2020-09-11,72,72,0,0,0,0
CB,2020-09-11,76,76,0,0,0,0
CE,2020-09-11,19,19,0,0,0,0
CL,2020-09-11,896,896,0,0,0,0
CM,2020-09-11,724,723,0,1,0,0
CN,2020-09-11,194,194,0,0,0,0
CT,2020-09-11,735,734,0,0,1,0
EX,2020-09-11,216,215,0,0,0,1
GA,2020-09-11,197,197,0,0,0,0
IB,2020-09-11,153,153,0,0,0,0
MC,2020-09-11,459,459,0,0,0,0
MD,2020-09-11,5217,5188,0,29,0,0
ML,2020-09-11,26,26,0,0,0,0
NC,2020-09-11,313,313,0,0,0,0
PV,2020-09-11,328,294,0,34,0,0
RI,2020-09-11,104,104,0,0,0,0
VC,2020-09-11,574,574,0,0,0,0
AN,2020-09-12,1024,1024,0,0,0,0
AR,2020-09-12,381,381,0,0,0,0
AS,2020-09-12,64,64,0,0,0,0
CB,2020-09-12,67,67,0,0,0,0
CE,2020-09-12,7,7,0,0,0,0
CL,2020-09-12,652,652,0,0,0,0
CM,2020-09-12,694,694,0,0,0,0
CN,2020-09-12,221,221,0,0,0,0
CT,2020-09-12,814,814,0,0,0,0
EX,2020-09-12,192,192,0,0,0,0
GA,2020-09-12,202,202,0,0,0,0
IB,2020-09-12,108,108,0,0,0,0
MC,2020-09-12,444,443,0,0,0,1
MD,2020-09-12,3189,3158,0,31,0,0
ML,2020-09-12,28,28,0,0,0,0
NC,2020-09-12,281,281,0,0,0,0
PV,2020-09-12,479,427,0,52,0,0
RI,2020-09-12,142,142,0,0,0,0
VC,2020-09-12,447,447,0,0,0,0
AN,2020-09-13,858,857,0,1,0,0
AR,2020-09-13,364,364,0,0,0,0
AS,2020-09-13,74,74,0,0,0,0
CB,2020-09-13,119,119,0,0,0,0
CE,2020-09-13,5,5,0,0,0,0
CL,2020-09-13,599,599,0,0,0,0
CM,2020-09-13,541,541,0,0,0,0
CN,2020-09-13,161,160,0,1,0,0
CT,2020-09-13,610,605,0,0,5,0
EX,2020-09-13,176,176,0,0,0,0
GA,2020-09-13,219,219,0,0,0,0
IB,2020-09-13,123,123,0,0,0,0
MC,2020-09-13,374,374,0,0,0,0
MD,2020-09-13,2487,2460,0,27,0,0
ML,2020-09-13,17,17,0,0,0,0
NC,2020-09-13,321,321,0,0,0,0
PV,2020-09-13,582,517,0,65,0,0
RI,2020-09-13,111,111,0,0,0,0
VC,2020-09-13,398,398,0,0,0,0
AN,2020-09-14,1045,1045,0,0,0,0
AR,2020-09-14,361,361,0,0,0,0
AS,2020-09-14,91,91,0,0,0,0
CB,2020-09-14,72,72,0,0,0,0
CE,2020-09-14,12,12,0,0,0,0
CL,2020-09-14,660,659,0,0,1,0
CM,2020-09-14,721,721,0,0,0,0
CN,2020-09-14,167,166,0,1,0,0
CT,2020-09-14,1142,1141,0,0,1,0
EX,2020-09-14,247,246,0,1,0,0
GA,2020-09-14,230,230,0,0,0,0
IB,2020-09-14,184,183,1,0,0,0
MC,2020-09-14,557,557,0,0,0,0
MD,2020-09-14,3611,3568,0,43,0,0
ML,2020-09-14,21,21,0,0,0,0
NC,2020-09-14,354,354,0,0,0,0
PV,2020-09-14,589,531,0,58,0,0
RI,2020-09-14,111,111,0,0,0,0
VC,2020-09-14,540,540,0,0,0,0
AN,2020-09-15,1056,1055,0,1,0,0
AR,2020-09-15,364,364,0,0,0,0
AS,2020-09-15,90,90,0,0,0,0
CB,2020-09-15,119,119,0,0,0,0
CE,2020-09-15,10,10,0,0,0,0
CL,2020-09-15,844,843,0,0,1,0
CM,2020-09-15,780,779,0,1,0,0
CN,2020-09-15,185,184,0,1,0,0
CT,2020-09-15,1287,1278,0,0,8,1
EX,2020-09-15,218,218,0,0,0,0
GA,2020-09-15,229,229,0,0,0,0
IB,2020-09-15,214,214,0,0,0,0
MC,2020-09-15,512,512,0,0,0,0
MD,2020-09-15,4866,4845,0,21,0,0
ML,2020-09-15,11,11,0,0,0,0
NC,2020-09-15,319,319,0,0,0,0
PV,2020-09-15,648,586,0,62,0,0
RI,2020-09-15,134,134,0,0,0,0
VC,2020-09-15,474,474,0,0,0,0
AN,2020-09-16,1399,1396,0,3,0,0
AR,2020-09-16,351,351,0,0,0,0
AS,2020-09-16,75,75,0,0,0,0
CB,2020-09-16,67,67,0,0,0,0
CE,2020-09-16,7,7,0,0,0,0
CL,2020-09-16,779,775,0,2,2,0
CM,2020-09-16,812,812,0,0,0,0
CN,2020-09-16,152,152,0,0,0,0
CT,2020-09-16,1321,1317,0,0,4,0
EX,2020-09-16,290,290,0,0,0,0
GA,2020-09-16,255,255,0,0,0,0
IB,2020-09-16,200,200,0,0,0,0
MC,2020-09-16,468,467,0,0,1,0
MD,2020-09-16,4394,4381,0,13,0,0
ML,2020-09-16,9,9,0,0,0,0
NC,2020-09-16,326,326,0,0,0,0
PV,2020-09-16,536,464,0,72,0,0
RI,2020-09-16,136,136,0,0,0,0
VC,2020-09-16,528,528,0,0,0,0
AN,2020-09-17,1267,1264,0,3,0,0
AR,2020-09-17,408,408,0,0,0,0
AS,2020-09-17,97,97,0,0,0,0
CB,2020-09-17,74,74,0,0,0,0
CE,2020-09-17,10,10,0,0,0,0
CL,2020-09-17,815,811,0,2,2,0
CM,2020-09-17,792,791,0,1,0,0
CN,2020-09-17,169,169,0,0,0,0
CT,2020-09-17,1145,1140,0,0,4,1
EX,2020-09-17,265,265,0,0,0,0
GA,2020-09-17,238,238,0,0,0,0
IB,2020-09-17,173,173,0,0,0,0
MC,2020-09-17,449,449,0,0,0,0
MD,2020-09-17,4355,4346,0,9,0,0
ML,2020-09-17,12,12,0,0,0,0
NC,2020-09-17,298,298,0,0,0,0
PV,2020-09-17,442,392,0,50,0,0
RI,2020-09-17,112,112,0,0,0,0
VC,2020-09-17,481,481,0,0,0,0
AN,2020-09-18,1520,1515,0,5,0,0
AR,2020-09-18,352,352,0,0,0,0
AS,2020-09-18,83,83,0,0,0,0
CB,2020-09-18,63,63,0,0,0,0
CE,2020-09-18,19,19,0,0,0,0
CL,2020-09-18,892,890,0,1,1,0
CM,2020-09-18,848,847,0,1,0,0
CN,2020-09-18,187,186,0,1,0,0
CT,2020-09-18,1310,1302,0,0,8,0
EX,2020-09-18,318,318,0,0,0,0
GA,2020-09-18,226,226,0,0,0,0
IB,2020-09-18,142,142,0,0,0,0
MC,2020-09-18,490,490,0,0,0,0
MD,2020-09-18,6582,6563,0,19,0,0
ML,2020-09-18,10,10,0,0,0,0
NC,2020-09-18,327,327,0,0,0,0
PV,2020-09-18,366,323,0,43,0,0
RI,2020-09-18,78,78,0,0,0,0
VC,2020-09-18,456,456,0,0,0,0
AN,2020-09-19,1127,1125,0,2,0,0
AR,2020-09-19,344,344,0,0,0,0
AS,2020-09-19,69,69,0,0,0,0
CB,2020-09-19,69,69,0,0,0,0
CE,2020-09-19,11,11,0,0,0,0
CL,2020-09-19,715,713,0,1,1,0
CM,2020-09-19,673,672,0,1,0,0
CN,2020-09-19,177,177,0,0,0,0
CT,2020-09-19,773,770,0,0,3,0
EX,2020-09-19,204,204,0,0,0,0
GA,2020-09-19,283,283,0,0,0,0
IB,2020-09-19,123,123,0,0,0,0
MC,2020-09-19,456,455,0,0,0,1
MD,2020-09-19,2428,2405,0,23,0,0
ML,2020-09-19,26,26,0,0,0,0
NC,2020-09-19,224,224,0,0,0,0
PV,2020-09-19,430,372,0,58,0,0
RI,2020-09-19,70,70,0,0,0,0
VC,2020-09-19,404,404,0,0,0,0
AN,2020-09-20,807,804,0,3,0,0
AR,2020-09-20,240,240,0,0,0,0
AS,2020-09-20,80,80,0,0,0,0
CB,2020-09-20,68,68,0,0,0,0
CE,2020-09-20,9,9,0,0,0,0
CL,2020-09-20,660,657,0,3,0,0
CM,2020-09-20,501,500,0,1,0,0
CN,2020-09-20,147,147,0,0,0,0
CT,2020-09-20,723,720,0,0,2,1
EX,2020-09-20,204,202,0,1,1,0
GA,2020-09-20,217,217,0,0,0,0
IB,2020-09-20,110,110,0,0,0,0
MC,2020-09-20,315,315,0,0,0,0
MD,2020-09-20,2010,1977,0,33,0,0
ML,2020-09-20,22,22,0,0,0,0
NC,2020-09-20,292,292,0,0,0,0
PV,2020-09-20,545,464,0,81,0,0
RI,2020-09-20,95,95,0,0,0,0
VC,2020-09-20,327,327,0,0,0,0
AN,2020-09-21,1075,1069,0,6,0,0
AR,2020-09-21,359,359,0,0,0,0
AS,2020-09-21,120,120,0,0,0,0
CB,2020-09-21,66,66,0,0,0,0
CE,2020-09-21,20,20,0,0,0,0
CL,2020-09-21,654,649,0,5,0,0
CM,2020-09-21,620,618,0,2,0,0
CN,2020-09-21,244,243,0,1,0,0
CT,2020-09-21,1317,1294,0,0,23,0
EX,2020-09-21,213,213,0,0,0,0
GA,2020-09-21,249,249,0,0,0,0
IB,2020-09-21,131,130,0,1,0,0
MC,2020-09-21,474,474,0,0,0,0
MD,2020-09-21,3123,3045,0,78,0,0
ML,2020-09-21,33,33,0,0,0,0
NC,2020-09-21,375,375,0,0,0,0
PV,2020-09-21,433,371,0,62,0,0
RI,2020-09-21,79,79,0,0,0,0
VC,2020-09-21,437,437,0,0,0,0
AN,2020-09-22,1268,1256,0,12,0,0
AR,2020-09-22,307,307,0,0,0,0
AS,2020-09-22,147,147,0,0,0,0
CB,2020-09-22,67,67,0,0,0,0
CE,2020-09-22,21,21,0,0,0,0
CL,2020-09-22,737,727,0,8,2,0
CM,2020-09-22,718,716,0,2,0,0
CN,2020-09-22,172,172,0,0,0,0
CT,2020-09-22,1174,1169,0,0,4,1
EX,2020-09-22,208,207,0,1,0,0
GA,2020-09-22,237,237,0,0,0,0
IB,2020-09-22,117,116,0,1,0,0
MC,2020-09-22,481,481,0,0,0,0
MD,2020-09-22,5325,5225,0,100,0,0
ML,2020-09-22,44,44,0,0,0,0
NC,2020-09-22,356,356,0,0,0,0
PV,2020-09-22,480,418,0,62,0,0
RI,2020-09-22,82,82,0,0,0,0
VC,2020-09-22,486,485,0,1,0,0
AN,2020-09-23,1316,1304,0,12,0,0
AR,2020-09-23,304,304,0,0,0,0
AS,2020-09-23,76,76,0,0,0,0
CB,2020-09-23,49,49,0,0,0,0
CE,2020-09-23,14,14,0,0,0,0
CL,2020-09-23,810,806,0,4,0,0
CM,2020-09-23,736,735,0,1,0,0
CN,2020-09-23,127,125,0,2,0,0
CT,2020-09-23,1192,1184,0,0,8,0
EX,2020-09-23,203,203,0,0,0,0
GA,2020-09-23,199,199,0,0,0,0
IB,2020-09-23,105,105,0,0,0,0
MC,2020-09-23,428,427,0,0,0,1
